IMG_ID,AUTHOR,LAT,LON,CITY,COUNTRY
Ghana_00006_933699293_d03cb9ab9b_1129_72526577@N00.jpg,d03cb9ab9b_1129_72526577@N00,10.849491,-1.514739,Pudo,Ghana
Greenland_00001_384853046_34ad6e1163_159_82952591@N00.jpg,34ad6e1163_159_82952591@N00,60.185232,-44.217224,Aappilattoq,Denmark
Guangzhou_00003_986276060_2769109737_1375_70618949@N00.jpg,2769109737_1375_70618949@N00,23.117311,113.353328,Guangzhou,China
Hawaii_00072_532408762_9c4ecc305a_1200_79756109@N00.jpg,9c4ecc305a_1200_79756109@N00,20.881077,-156.545133,Wailuku,United States
HongKong_00022_295401126_95d3f505b4_116_30554981@N00.jpg,95d3f505b4_116_30554981@N00,31.23893,121.485099,Hong Kong,China
HongKong_00034_393185078_8a349f2072_169_56776080@N00.jpg,8a349f2072_169_56776080@N00,22.286713,114.152584,Hong Kong,China
HongKong_00041_504492617_7af38e0004_208_7224156@N03.jpg,7af38e0004_208_7224156@N03,22.282425,114.146447,Hong Kong,China
Hyderabad_00003_359871435_f5abb5524b_155_36887937@N00.jpg,f5abb5524b_155_36887937@N00,17.361741,78.474558,Hyderabad,India
Iceland_00003_108349138_41786e87da_40_56945335@N00.jpg,41786e87da_40_56945335@N00,63.794617,-17.720947,Kirkjubaejarklaustur,Iceland
Illinois_00010_372417850_1818b0405b_166_41315423@N00.jpg,1818b0405b_166_41315423@N00,41.215716,-88.501578,Verona,United States
India_00024_229287479_474ac2fb6f_79_48637819@N00.jpg,474ac2fb6f_79_48637819@N00,34.147612,77.571716,Leh,India
India_00032_291479604_013cb872ba_122_59555137@N00.jpg,013cb872ba_122_59555137@N00,27.179676,78.044042,Agra,India
Ireland_00007_91942412_95795b8eb9_41_11398209@N00.jpg,95795b8eb9_41_11398209@N00,53.360182,-6.188049,Dublin,Ireland
Ireland_00028_249916505_59bfd4d0d3_81_92123108@N00.jpg,59bfd4d0d3_81_92123108@N00,52.141284,-10.279426,Dingle,Ireland
Israel_00028_511241861_3efa314a4b_219_62126383@N00.jpg,3efa314a4b_219_62126383@N00,31.776938,35.23545,Jerusalem,Israel
Istanbul_00021_475022521_99f3da9240_170_69445076@N00.jpg,99f3da9240_170_69445076@N00,41.071069,28.948974,Istanbul,Turkey
Italy_00021_160108325_a88a1ef93b_53_80333007@N00.jpg,a88a1ef93b_53_80333007@N00,42.001664,12.62947,Rome,Italy
Italy_00100_453717251_4f9e5ec1b7_186_79039156@N00.jpg,4f9e5ec1b7_186_79039156@N00,44.30226,9.212894,Portofino,Italy
Italy_00134_844603727_96b5c1d9bc_1229_76306992@N00.jpg,96b5c1d9bc_1229_76306992@N00,43.348151,11.510925,Castelnuovo Berardenga,Italy
Japan_00056_261461022_a16eeca101_114_60558526@N00.jpg,a16eeca101_114_60558526@N00,34.967491,137.168941,Okazaki,Japan
Japan_00108_482880218_7f3a0383bc_175_8047699@N05.jpg,7f3a0383bc_175_8047699@N05,35.339774,139.526367,Kamakura,Japan
Kenya_00017_1061753413_0861543f7e_1267_17351226@N00.jpg,0861543f7e_1267_17351226@N00,-1.293015,36.815357,Nairobi,Kenya
Lahore_00001_321085080_28863df64f_130_82503882@N00.jpg,28863df64f_130_82503882@N00,31.58895,74.311378,Lahore,Pakistan
Libya_00002_579471142_2e1919f8df_1017_9076790@N05.jpg,2e1919f8df_1017_9076790@N05,29.536424,21.033325,Awjilah,Libya
London_00020_82418356_e130a8793a_42_69567805@N00.jpg,e130a8793a_42_69567805@N00,51.522629,-0.099563,London,United Kingdom
London_00044_152057337_45584126c5_48_90672364@N00.jpg,45584126c5_48_90672364@N00,51.47879,-0.291255,London,United Kingdom
London_00124_307812265_70c28bf023_112_30571787@N00.jpg,70c28bf023_112_30571787@N00,51.51604,-0.129046,London,United Kingdom
London_00163_383132699_73d5a3db68_139_96387799@N00.jpg,73d5a3db68_139_96387799@N00,51.508648,-0.094285,London,United Kingdom
London_00173_399097890_cca3d6eb5c_47_89904893@N00.jpg,cca3d6eb5c_47_89904893@N00,51.510204,-0.085991,London,United Kingdom
LosAngeles_00017_271405228_1258990cf2_100_27274415@N00.jpg,1258990cf2_100_27274415@N00,34.101575,-118.340043,Los Angeles,United States
LosAngeles_00023_349121428_aaa440bcc6_132_97332629@N00.jpg,aaa440bcc6_132_97332629@N00,33.988206,-118.47536,Los Angeles,United States
Mali_00003_389132534_c1f2631a86_186_59398218@N00.jpg,c1f2631a86_186_59398218@N00,12.653068,-7.987232,Bamako,Mali
Maryland_00035_1409295892_d1f7b16b3f_1421_88483799@N00.jpg,d1f7b16b3f_1421_88483799@N00,39.397543,-76.601765,Towson,United States
Massachusetts_00011_379112224_fbcf942ebd_169_57253263@N00.jpg,fbcf942ebd_169_57253263@N00,42.633738,-70.780902,Essex,United States
Melbourne_00004_129975593_87d37e1218_53_28026984@N00.jpg,87d37e1218_53_28026984@N00,-37.829175,144.971466,Melbourne,Australia
Mexico2_00027_373475154_2cddb4fa40_137_23812473@N00.jpg,2cddb4fa40_137_23812473@N00,20.749853,-99.94606,Bernal,Mexico
Mississippi_00011_537212117_97f048d808_1357_22941966@N00.jpg,97f048d808_1357_22941966@N00,44.923333,-93.117333,St Paul,United States
Mongolia_00002_207032483_20095af4a6_60_14542551@N00.jpg,20095af4a6_60_14542551@N00,48.973343,89.959659,Olgii,Mongolia
Montana_00013_452159720_caae190cec_196_93487964@N00.jpg,caae190cec_196_93487964@N00,42.907186,-5.561764,Leon,Spain
Montenegro_00002_279525048_069d71861c_85_36093984@N00.jpg,069d71861c_85_36093984@N00,42.453987,18.536338,Herceg Novi,Montenegro
Morocco2_00003_369458188_1dcee11573_178_13527886@N00.jpg,1dcee11573_178_13527886@N00,31.39819,-7.635498,Marrakesh,Morocco
Morocco2_00016_872564984_73ef641d65_1104_83039477@N00.jpg,73ef641d65_1104_83039477@N00,34.059485,-5.005645,Fes,Morocco
Moscow_00007_275816584_98e230bb1e_88_87484925@N00.jpg,98e230bb1e_88_87484925@N00,46.734397,-117.005081,Moscow,Russia
Nepal_00013_543874653_f64e9976da_1104_7729101@N03.jpg,f64e9976da_1104_7729101@N03,27.712102,85.280685,Kathmandu,Nepal
Netherlands_00069_1354802467_1e48ea9c4c_1252_44067110@N00.jpg,1e48ea9c4c_1252_44067110@N00,52.34158,4.792327,Amsterdam,Netherlands
NorthCarolina_00008_253749264_f0a5e6ab18_88_23601949@N00.jpg,f0a5e6ab18_88_23601949@N00,35.962376,-75.635547,Nags Head,United States
Norway_00012_216550665_58216eae8f_76_90833046@N00.jpg,58216eae8f_76_90833046@N00,60.377302,6.720371,Kinsarvik,Norway
Norway_00029_447570830_5d155dd0b1_209_74196805@N00.jpg,5d155dd0b1_209_74196805@N00,69.635592,18.998966,Tromso,Norway
Norway_00040_990922720_327b7613ae_1157_96928198@N00.jpg,327b7613ae_1157_96928198@N00,62.147918,6.059207,Volda,Norway
Norway_00048_1457219700_4744851a83_1196_99437479@N00.jpg,4744851a83_1196_99437479@N00,78.052895,14.238967,Barentsburg,Norway
Oklahoma_00005_262685303_e360a17203_90_96332550@N00.jpg,e360a17203_90_96332550@N00,35.611045,-95.987763,Okmulgee,United States
Oman_00001_159023565_dc1b205e99_70_67879480@N00.jpg,dc1b205e99_70_67879480@N00,23.606306,58.537731,Muscat,Oman
Pakistan_00003_408755072_963acdb313_132_14262239@N00.jpg,963acdb313_132_14262239@N00,36.300531,74.649868,Sumayar,Pakistan
Paris_00005_44406254_0054d193dc_27_98908999@N00.jpg,0054d193dc_27_98908999@N00,48.853717,2.347738,Paris,France
Paris_00011_71800567_f579201d15_35_18684820@N00.jpg,f579201d15_35_18684820@N00,48.866521,2.329101,Paris,France
Paris_00025_129504349_cdd20e3144_1_42485416@N00.jpg,cdd20e3144_1_42485416@N00,48.861326,2.346954,Paris,France
Paris_00127_433927029_bb089eecff_188_7218593@N05.jpg,bb089eecff_188_7218593@N05,48.859364,2.291142,Paris,France
Paris_00131_445353063_8c58bd82b1_179_88895879@N00.jpg,8c58bd82b1_179_88895879@N00,48.863133,2.336654,Paris,France
Paris_00159_523650404_92319fd22a_254_51035632501@N01.jpg,92319fd22a_254_51035632501@N01,48.855298,2.312461,Paris,France
Paris_00160_524943416_6cc4913ba0_249_80246871@N00.jpg,6cc4913ba0_249_80246871@N00,48.805012,2.121015,Paris,France
Paris_00213_1392923096_21dcd946e9_1007_13640599@N07.jpg,21dcd946e9_1007_13640599@N07,48.886899,2.343177,Paris,France
Peru_00016_325016580_4febe27d8f_143_32649801@N00.jpg,4febe27d8f_143_32649801@N00,-13.53653,-71.998901,Cusco,Peru
Philippines_00021_1354823159_b54e258230_1056_83794921@N00.jpg,b54e258230_1056_83794921@N00,13.521759,120.9696,Puerto Galera,Philippines
Poland_00024_419395727_db46f2f484_183_93455345@N00.jpg,db46f2f484_183_93455345@N00,50.067717,19.923706,Krakow,Poland
Poland_00039_939060542_595e7aa0f0_1297_15632944@N00.jpg,595e7aa0f0_1297_15632944@N00,49.597095,19.93467,Chabowka,Poland
Portugal_00001_37087644_e25c1c4be1_31_41894197861@N01.jpg,e25c1c4be1_31_41894197861@N01,38.709039,-9.136247,Lisbon,Portugal
Portugal_00028_288609860_5f01b18ba2_108_82981539@N00.jpg,5f01b18ba2_108_82981539@N00,38.693519,-9.205673,Lisbon,Portugal
Portugal_00031_315254130_e99b1f16b2_116_49777280@N00.jpg,e99b1f16b2_116_49777280@N00,41.149383,-8.610105,Porto,Portugal
PuertoRico_00013_1356370638_0426ac7dcb_1264_23437487@N00.jpg,0426ac7dcb_1264_23437487@N00,18.469468,-66.119842,San Juan,United States
Romania_00003_147566544_11f95abd00_45_96155869@N00.jpg,11f95abd00_45_96155869@N00,45.793262,24.150695,Sibiu,Romania
Romania_00010_407620380_c9862a7d9a_181_48313794@N00.jpg,c9862a7d9a_181_48313794@N00,47.550579,25.843963,Gura Humorului,Romania
Rome_00002_43887898_6646f63596_30_42126397@N00.jpg,6646f63596_30_42126397@N00,41.929357,12.472229,Rome,Italy
Rome_00021_217560377_c0097f0084_83_84498284@N00.jpg,c0097f0084_83_84498284@N00,41.901765,12.481584,Rome,Italy
Rome_00024_231521295_1a0e1b7fb5_91_55085284@N00.jpg,1a0e1b7fb5_91_55085284@N00,41.890393,12.49197,Rome,Italy
Russia_00019_985802242_5ad0b7dbeb_1190_23707253@N00.jpg,5ad0b7dbeb_1190_23707253@N00,59.94046,30.312223,St Petersburg,Russia
SanFrancisco_00096_442372330_8e060f4138_176_7571568@N05.jpg,8e060f4138_176_7571568@N05,37.782383,-122.42031,San Francisco,United States
Seoul_00010_367998508_f0e90c701b_107_87409164@N00.jpg,f0e90c701b_107_87409164@N00,37.583085,126.992683,Seoul,South Korea
Shenzhen_00003_954656461_a90fe556dc_1111_32377115@N00.jpg,a90fe556dc_1111_32377115@N00,22.565354,114.073448,Shenzhen,China
SouthDakota_00001_103581976_d9b87d0c35_36_96388182@N00.jpg,d9b87d0c35_36_96388182@N00,43.542412,-96.699922,Sioux Falls,United States
Spain_00063_379578856_a608d0b600_146_75653366@N00.jpg,a608d0b600_146_75653366@N00,43.323538,-1.98522,Donostia San Sebastian,Spain
Spain_00083_486577745_b0256c3b07_221_51162504@N00.jpg,b0256c3b07_221_51162504@N00,37.389024,-5.994071,Seville,Spain
SriLanka_00008_841500207_6eabfd01c6_1147_9900419@N06.jpg,6eabfd01c6_1147_9900419@N06,6.590774,79.979095,Kalutara,Sri Lanka
Sweden_00010_187208678_92004a5c41_72_46054052@N00.jpg,92004a5c41_72_46054052@N00,58.474311,11.311798,Bovallstrand,Sweden
Switzerland_00008_103429200_c4904154d8_38_73293249@N00.jpg,c4904154d8_38_73293249@N00,46.167286,7.099698,Fully,Switzerland
Switzerland_00014_170747608_cf4538d97b_50_97458173@N00.jpg,cf4538d97b_50_97458173@N00,46.496974,7.675924,Kandersteg,Switzerland
Switzerland_00082_1222153363_9eaceb19eb_1370_47311799@N00.jpg,9eaceb19eb_1370_47311799@N00,46.204977,6.149843,Geneva,Switzerland
Switzerland_00086_1367058455_d58f03d50f_1136_9407621@N05.jpg,d58f03d50f_1136_9407621@N05,46.604579,7.935862,Lauterbrunnen,Switzerland
Sydney_00073_1226915900_eea86783cd_1128_65768710@N00.jpg,eea86783cd_1128_65768710@N00,-33.870344,151.225433,Sydney,Australia
Syria_00001_91276050_f4598af84a_27_80528961@N00.jpg,f4598af84a_27_80528961@N00,33.522792,36.309814,Damascus,Syria
Taiwan_00044_406785882_413e3bba60_158_81421684@N00.jpg,413e3bba60_158_81421684@N00,24.514718,121.60818,Jinyang,Taiwan
Tanzania_00019_1292210091_693ea74b7a_1088_15274769@N00.jpg,693ea74b7a_1088_15274769@N00,-3.169805,35.528561,Mti Mmoja,Tanzania
Thailand_00034_327008969_eda8c71554_140_17362713@N00.jpg,eda8c71554_140_17362713@N00,12.925599,100.891571,Pattaya City,Thailand
Tokyo_00070_439717934_3d0fd200f1_180_97324495@N00.jpg,3d0fd200f1_180_97324495@N00,35.690428,139.704803,Tokyo,Japan
Tonga_00002_479647466_2e7ea24455_169_36709487@N00.jpg,2e7ea24455_169_36709487@N00,-40.884642,173.048229,Tonga,New Zealand
Tunisia_00008_903924177_8eeea96057_1429_9416923@N08.jpg,8eeea96057_1429_9416923@N08,33.553412,9.966487,Matmatat Al Qadimal,Tunisia
Turkey_00007_199529249_b54fd55a6e_70_85971448@N00.jpg,b54fd55a6e_70_85971448@N00,38.671304,34.839363,Cavusin,Turkey
Turkey_00037_1105905643_007e7c4da0_1384_82622473@N00.jpg,007e7c4da0_1384_82622473@N00,41.100957,28.999614,Istanbul,Turkey
Ukraine_00015_1337848415_599183dcd9_1178_28325468@N00.jpg,599183dcd9_1178_28325468@N00,46.475736,30.765677,Odesa,Ukraine
UnitedKingdom_00019_964966881_426cf82f57_1071_98545448@N00.jpg,426cf82f57_1071_98545448@N00,51.682337,-1.78659,Kempsford,United Kingdom
Utah_00013_273721069_5a2ffa6fe3_94_79954435@N00.jpg,5a2ffa6fe3_94_79954435@N00,38.689278,-109.576805,Moab,United States
Utah_00017_311640007_f48e92f2d4_116_19269532@N00.jpg,f48e92f2d4_116_19269532@N00,37.218846,-112.920913,Springdale,United States
Utah_00026_474986001_181d71a40d_218_53364390@N00.jpg,181d71a40d_218_53364390@N00,38.773023,-109.324779,Dewey,United States
Uzbekistan_00001_280399379_3193cf1f0d_94_40084555@N00.jpg,3193cf1f0d_94_40084555@N00,39.667027,66.942787,Samarkand,Uzbekistan
Vermont_00002_113886360_6cb9ab47bd_41_87434398@N00.jpg,6cb9ab47bd_41_87434398@N00,43.043237,-72.909822,Stratton,United States
Vermont_00016_746636213_f837f3bf39_1209_19212858@N00.jpg,f837f3bf39_1209_19212858@N00,44.385208,-73.24356,Shelburne,United States
Vietnam_00013_309555658_1206a876e1_109_40279823@N00.jpg,1206a876e1_109_40279823@N00,15.878047,108.337898,Hoi An,Vietnam
Virginia_00012_710310620_0900169ce4_1266_94125865@N00.jpg,0900169ce4_1266_94125865@N00,36.746982,-81.537995,Stony Battery,United States
Virginia_00055_1440634934_ac4db3526d_1135_91062007@N00.jpg,ac4db3526d_1135_91062007@N00,36.859948,-75.978484,Virginia Beach,United States
